========== DATASET ==========
    Label    Count
    _____    _____

    akiec     327 
    bcc       514 
    bkl      1099 
    df        115 
    mel      1113 
    nv       6705 
    vasc      142 


Train: 8513 | Val: 1502

========== BUILDING NETWORK ==========
Feature layer: efficientnet-b0|model|head|MulLayer
✓ Network built!

========================================
TRAINING CONFIGURATION
========================================
Max Epochs: 75 (NO early stopping)
Initial LR: 0.0010
LR Schedule: Drop 50% every 20 epochs
Batch Size: 32
========================================

Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      29 |        7620 |       05:34:37 |       93.75% |       83.22% |       0.1058 |       0.7680 |          0.0005 |
|      29 |        7650 |       05:35:57 |      100.00% |       82.89% |       0.0321 |       0.8138 |          0.0005 |
|      29 |        7680 |       05:37:19 |      100.00% |       81.69% |       0.0264 |       0.8794 |          0.0005 |
|      29 |        7710 |       05:38:39 |      100.00% |       83.02% |       0.0270 |       0.7741 |          0.0005 |
|      30 |        7740 |       05:39:59 |      100.00% |       82.36% |       0.0150 |       0.7853 |          0.0005 |
|      30 |        7770 |       05:41:20 |       93.75% |       82.56% |       0.0665 |       0.8023 |          0.0005 |
|      30 |        7800 |       05:42:40 |       96.88% |       81.62% |       0.0893 |       0.8254 |          0.0005 |
|      30 |        7830 |       05:44:03 |       96.88% |       82.49% |       0.1402 |       0.8049 |          0.0005 |
|      30 |        7860 |       05:45:22 |      100.00% |       83.29% |       0.0552 |       0.7548 |          0.0005 |
|      30 |        7890 |       05:46:44 |       93.75% |       83.09% |       0.0958 |       0.7670 |          0.0005 |
|      30 |        7920 |       05:48:04 |      100.00% |       82.76% |       0.0430 |       0.8378 |          0.0005 |
|      30 |        7950 |       05:49:24 |       96.88% |       81.76% |       0.0449 |       0.8317 |          0.0005 |
|      30 |        7980 |       05:50:51 |       87.50% |       82.69% |       0.2517 |       0.8491 |          0.0005 |
|      31 |        8010 |       05:52:13 |      100.00% |       83.62% |       0.0217 |       0.7882 |          0.0005 |
|      31 |        8040 |       05:53:35 |       96.88% |       83.02% |       0.0707 |       0.7868 |          0.0005 |
|      31 |        8070 |       05:54:56 |      100.00% |       82.16% |       0.0613 |       0.8403 |          0.0005 |
|      31 |        8100 |       05:56:18 |       96.88% |       82.16% |       0.1495 |       0.8393 |          0.0005 |
|      31 |        8130 |       05:57:40 |       93.75% |       82.49% |       0.1204 |       0.8246 |          0.0005 |
|      31 |        8160 |       05:59:01 |      100.00% |       83.42% |       0.0064 |       0.7842 |          0.0005 |
|      31 |        8190 |       06:00:23 |       96.88% |       83.16% |       0.0694 |       0.8047 |          0.0005 |
|      31 |        8220 |       06:01:43 |       96.88% |       82.22% |       0.0373 |       0.8196 |          0.0005 |
|      32 |        8250 |       06:03:15 |      100.00% |       82.36% |       0.0081 |       0.8314 |          0.0005 |
|      32 |        8280 |       06:05:02 |       96.88% |       82.62% |       0.1030 |       0.7883 |          0.0005 |
|      32 |        8310 |       06:06:49 |      100.00% |       83.36% |       0.0022 |       0.8001 |          0.0005 |
|      32 |        8340 |       06:08:39 |       96.88% |       83.75% |       0.1005 |       0.8126 |          0.0005 |
|      32 |        8370 |       06:10:27 |       96.88% |       83.62% |       0.0842 |       0.8202 |          0.0005 |
|      32 |        8400 |       06:12:17 |      100.00% |       82.56% |       0.0077 |       0.8884 |          0.0005 |
|      32 |        8430 |       06:14:07 |       96.88% |       82.62% |       0.0509 |       0.8901 |          0.0005 |
|      32 |        8460 |       06:15:50 |      100.00% |       81.89% |       0.0166 |       0.8671 |          0.0005 |
|      32 |        8490 |       06:17:34 |       96.88% |       82.22% |       0.0511 |       0.8696 |          0.0005 |
|      33 |        8520 |       06:19:16 |      100.00% |       81.49% |       0.0042 |       0.9171 |          0.0005 |
|      33 |        8550 |       06:21:00 |      100.00% |       81.96% |       0.0205 |       0.8879 |          0.0005 |
|      33 |        8580 |       06:23:05 |      100.00% |       82.62% |       0.0556 |       0.8768 |          0.0005 |
|      33 |        8610 |       06:25:14 |      100.00% |       81.42% |       0.0069 |       0.9127 |          0.0005 |
|      33 |        8640 |       06:27:22 |      100.00% |       81.62% |       0.0225 |       0.8333 |          0.0005 |
|      33 |        8670 |       06:29:46 |      100.00% |       82.69% |       0.0008 |       0.8269 |          0.0005 |
|      33 |        8700 |       06:31:40 |      100.00% |       82.36% |       0.0064 |       0.8516 |          0.0005 |
|      33 |        8730 |       06:33:32 |       93.75% |       82.29% |       0.0909 |       0.8758 |          0.0005 |
|      33 |        8760 |       06:35:28 |      100.00% |       82.09% |       0.0145 |       0.8700 |          0.0005 |
|      34 |        8790 |       06:37:32 |       96.88% |       82.69% |       0.0445 |       0.8815 |          0.0005 |
|      34 |        8820 |       06:39:55 |      100.00% |       81.29% |       0.0018 |       0.8875 |          0.0005 |
|      34 |        8850 |       06:41:44 |       96.88% |       82.89% |       0.0896 |       0.8901 |          0.0005 |
|      34 |        8880 |       06:43:09 |       96.88% |       83.02% |       0.2024 |       0.8470 |          0.0005 |
|      34 |        8910 |       06:44:34 |      100.00% |       82.22% |       0.0147 |       0.8783 |          0.0005 |
|      34 |        8940 |       06:45:57 |      100.00% |       82.09% |       0.0129 |       0.8573 |          0.0005 |
|      34 |        8970 |       06:47:22 |      100.00% |       82.29% |       0.0115 |       0.8330 |          0.0005 |
|      34 |        9000 |       06:48:50 |       96.88% |       82.89% |       0.1115 |       0.8556 |          0.0005 |
|      34 |        9030 |       06:50:17 |      100.00% |       83.36% |       0.0173 |       0.8313 |          0.0005 |
|      35 |        9060 |       06:51:41 |      100.00% |       83.22% |       0.0219 |       0.8649 |          0.0005 |
|      35 |        9090 |       06:53:07 |      100.00% |       82.76% |       0.0125 |       0.8329 |          0.0005 |
|      35 |        9120 |       06:54:44 |      100.00% |       83.22% |       0.0235 |       0.8097 |          0.0005 |
|      35 |        9150 |       06:56:15 |       96.88% |       82.36% |       0.0444 |       0.8937 |          0.0005 |
|      35 |        9180 |       06:57:45 |      100.00% |       82.29% |       0.0168 |       0.8704 |          0.0005 |
|      35 |        9210 |       06:59:11 |       96.88% |       82.42% |       0.0504 |       0.8777 |          0.0005 |
|      35 |        9240 |       07:00:35 |       96.88% |       81.96% |       0.2395 |       0.8945 |          0.0005 |
|      35 |        9270 |       07:02:02 |       96.88% |       82.62% |       0.0422 |       0.8637 |          0.0005 |
|      35 |        9300 |       07:03:25 |      100.00% |       81.82% |       0.0046 |       0.8221 |          0.0005 |
|      36 |        9330 |       07:04:51 |      100.00% |       82.69% |       0.0538 |       0.8983 |          0.0005 |
|      36 |        9360 |       07:06:13 |      100.00% |       83.36% |       0.0219 |       0.8260 |          0.0005 |
|      36 |        9390 |       07:07:38 |      100.00% |       81.96% |       0.0238 |       0.8658 |          0.0005 |
|      36 |        9420 |       07:09:00 |       96.88% |       81.96% |       0.0592 |       0.8845 |          0.0005 |
|      36 |        9450 |       07:10:22 |       93.75% |       81.96% |       0.1633 |       0.8693 |          0.0005 |
|      36 |        9480 |       07:11:46 |      100.00% |       83.36% |       0.0320 |       0.8275 |          0.0005 |
|      36 |        9510 |       07:13:08 |      100.00% |       83.02% |       0.0092 |       0.8439 |          0.0005 |
|      36 |        9540 |       07:14:31 |      100.00% |       82.76% |       0.0266 |       0.9230 |          0.0005 |
|      36 |        9570 |       07:15:54 |      100.00% |       83.29% |       0.0088 |       0.8292 |          0.0005 |
|      37 |        9600 |       07:17:19 |      100.00% |       82.56% |       0.0084 |       0.8865 |          0.0005 |
|      37 |        9630 |       07:18:40 |      100.00% |       83.16% |       0.0054 |       0.8471 |          0.0005 |
|      37 |        9660 |       07:20:03 |      100.00% |       82.22% |       0.0121 |       0.8347 |          0.0005 |
|      37 |        9690 |       07:21:26 |      100.00% |       82.22% |       0.0200 |       0.8926 |          0.0005 |
|      37 |        9720 |       07:22:48 |       96.88% |       82.36% |       0.0513 |       0.8671 |          0.0005 |
|      37 |        9750 |       07:24:11 |      100.00% |       83.09% |       0.0226 |       0.8557 |          0.0005 |
|      37 |        9780 |       07:25:32 |      100.00% |       81.03% |       0.0123 |       0.9363 |          0.0005 |
|      37 |        9810 |       07:26:55 |      100.00% |       82.69% |       0.0150 |       0.8331 |          0.0005 |
|      37 |        9840 |       07:28:18 |      100.00% |       83.02% |       0.0270 |       0.8881 |          0.0005 |
|      38 |        9870 |       07:29:37 |      100.00% |       82.16% |       0.0023 |       0.8521 |          0.0005 |
|      38 |        9900 |       07:30:55 |      100.00% |       82.42% |       0.0179 |       0.8748 |          0.0005 |
|      38 |        9930 |       07:32:13 |       96.88% |       82.96% |       0.0632 |       0.8400 |          0.0005 |
|      38 |        9960 |       07:33:33 |       96.88% |       83.09% |       0.1210 |       0.8296 |          0.0005 |
|      38 |        9990 |       07:34:51 |      100.00% |       83.16% |       0.0082 |       0.8554 |          0.0005 |
|      38 |       10020 |       07:36:08 |       96.88% |       83.36% |       0.1029 |       0.7998 |          0.0005 |
|      38 |       10050 |       07:37:29 |      100.00% |       82.89% |       0.0085 |       0.8246 |          0.0005 |
|      38 |       10080 |       07:38:47 |      100.00% |       82.62% |       0.0144 |       0.8309 |          0.0005 |
|      39 |       10110 |       07:40:08 |       96.88% |       83.49% |       0.0644 |       0.8209 |          0.0005 |
|      39 |       10140 |       07:41:26 |      100.00% |       84.09% |       0.0138 |       0.8394 |          0.0005 |
|      39 |       10170 |       07:42:45 |       96.88% |       83.36% |       0.0772 |       0.8700 |          0.0005 |
|      39 |       10200 |       07:44:04 |      100.00% |       82.76% |       0.0121 |       0.8924 |          0.0005 |
|      39 |       10230 |       07:45:21 |      100.00% |       82.82% |       0.0282 |       0.8702 |          0.0005 |
|      39 |       10260 |       07:46:40 |      100.00% |       83.95% |       0.0074 |       0.8289 |          0.0005 |
|      39 |       10290 |       07:47:58 |      100.00% |       82.96% |       0.0094 |       0.8619 |          0.0005 |
|      39 |       10320 |       07:49:17 |      100.00% |       83.22% |       0.0190 |       0.8380 |          0.0005 |
|      39 |       10350 |       07:50:33 |      100.00% |       83.42% |       0.0038 |       0.8340 |          0.0005 |
|      40 |       10380 |       07:51:50 |       96.88% |       82.62% |       0.0897 |       0.8770 |          0.0005 |
|      40 |       10410 |       07:53:10 |      100.00% |       82.29% |       0.0234 |       0.9160 |          0.0005 |
|      40 |       10440 |       07:54:29 |      100.00% |       83.16% |       0.0127 |       0.8407 |          0.0005 |
|      40 |       10470 |       07:55:47 |       96.88% |       82.36% |       0.1298 |       0.8438 |          0.0005 |
|      40 |       10500 |       07:57:05 |      100.00% |       82.96% |       0.0205 |       0.8837 |          0.0005 |
|      40 |       10530 |       07:58:26 |      100.00% |       83.09% |       0.0009 |       0.8959 |          0.0005 |
|      40 |       10560 |       07:59:44 |       96.88% |       82.69% |       0.0594 |       0.8681 |          0.0005 |
|      40 |       10590 |       08:01:05 |      100.00% |       83.69% |       0.0134 |       0.8377 |          0.0005 |
|      40 |       10620 |       08:02:26 |       96.88% |       82.22% |       0.0438 |       0.8630 |          0.0005 |
|      41 |       10650 |       08:03:44 |      100.00% |       83.62% |       0.0023 |       0.8824 |          0.0003 |
|      41 |       10680 |       08:05:01 |      100.00% |       83.69% |       0.0174 |       0.8450 |          0.0003 |
|      41 |       10710 |       08:06:18 |      100.00% |       82.89% |       0.0160 |       0.8861 |          0.0003 |
|      41 |       10740 |       08:07:37 |      100.00% |       83.22% |       0.0080 |       0.8156 |          0.0003 |
|      41 |       10770 |       08:08:54 |      100.00% |       83.69% |       0.0027 |       0.8543 |          0.0003 |
|      41 |       10800 |       08:10:11 |      100.00% |       83.75% |       0.0048 |       0.9129 |          0.0003 |
|      41 |       10830 |       08:11:29 |      100.00% |       84.35% |       0.0164 |       0.8480 |          0.0003 |
|      41 |       10860 |       08:12:46 |       96.88% |       83.02% |       0.0527 |       0.8395 |          0.0003 |
|      41 |       10890 |       08:14:05 |      100.00% |       83.16% |       0.0591 |       0.8739 |          0.0003 |
|      42 |       10920 |       08:15:21 |      100.00% |       82.76% |       0.0224 |       0.9033 |          0.0003 |
|      42 |       10950 |       08:16:38 |       96.88% |       82.69% |       0.0288 |       0.9103 |          0.0003 |
|      42 |       10980 |       08:17:57 |       96.88% |       83.69% |       0.0329 |       0.8764 |          0.0003 |
|      42 |       11010 |       08:19:14 |      100.00% |       83.02% |       0.0192 |       0.8252 |          0.0003 |
|      42 |       11040 |       08:20:33 |      100.00% |       83.82% |       0.0080 |       0.8644 |          0.0003 |
|      42 |       11070 |       08:21:49 |       93.75% |       82.16% |       0.0866 |       0.8887 |          0.0003 |
|      42 |       11100 |       08:23:07 |      100.00% |       83.29% |       0.0122 |       0.8806 |          0.0003 |
|      42 |       11130 |       08:24:25 |      100.00% |       83.82% |       0.0134 |       0.8529 |          0.0003 |
|      42 |       11160 |       08:25:42 |       96.88% |       83.49% |       0.0454 |       0.8398 |          0.0003 |
|      43 |       11190 |       08:27:00 |      100.00% |       83.69% |       0.0284 |       0.8737 |          0.0003 |
|      43 |       11220 |       08:28:18 |      100.00% |       83.09% |       0.0094 |       0.8629 |          0.0003 |
|      43 |       11250 |       08:29:35 |       96.88% |       83.49% |       0.0549 |       0.8861 |          0.0003 |
|      43 |       11280 |       08:30:52 |       96.88% |       82.56% |       0.0427 |       0.8876 |          0.0003 |
|      43 |       11310 |       08:32:09 |      100.00% |       82.76% |       0.0162 |       0.8826 |          0.0003 |
|      43 |       11340 |       08:33:27 |       96.88% |       82.36% |       0.0733 |       0.9295 |          0.0003 |
|      43 |       11370 |       08:34:44 |      100.00% |       83.09% |       0.0076 |       0.8670 |          0.0003 |
|      43 |       11400 |       08:36:02 |      100.00% |       83.42% |       0.0106 |       0.8431 |          0.0003 |
|      43 |       11430 |       08:37:19 |      100.00% |       83.29% |       0.0556 |       0.8438 |          0.0003 |
|      44 |       11460 |       08:38:38 |      100.00% |       83.02% |       0.0030 |       0.8671 |          0.0003 |
|      44 |       11490 |       08:39:57 |      100.00% |       83.69% |       0.0030 |       0.8429 |          0.0003 |
|      44 |       11520 |       08:41:13 |      100.00% |       83.02% |       0.0502 |       0.8566 |          0.0003 |
|      44 |       11550 |       08:42:31 |      100.00% |       82.69% |       0.0071 |       0.8803 |          0.0003 |
|      44 |       11580 |       08:43:51 |      100.00% |       83.42% |       0.0060 |       0.9028 |          0.0003 |
|      44 |       11610 |       08:45:10 |      100.00% |       83.82% |       0.0119 |       0.8553 |          0.0003 |
|      44 |       11640 |       08:46:26 |      100.00% |       83.16% |       0.0098 |       0.9075 |          0.0003 |
|      44 |       11670 |       08:47:45 |      100.00% |       83.82% |       0.0023 |       0.8095 |          0.0003 |
|      44 |       11700 |       08:49:02 |      100.00% |       83.49% |       0.0044 |       0.7971 |          0.0003 |
|      45 |       11730 |       08:50:19 |       96.88% |       83.09% |       0.3326 |       0.8759 |          0.0003 |
|      45 |       11760 |       08:51:38 |      100.00% |       83.09% |       0.0044 |       0.8983 |          0.0003 |
|      45 |       11790 |       08:52:54 |       93.75% |       84.02% |       0.2727 |       0.8143 |          0.0003 |
|      45 |       11820 |       08:54:14 |      100.00% |       83.82% |       0.0060 |       0.8485 |          0.0003 |
|      45 |       11850 |       08:55:32 |      100.00% |       83.29% |       0.0294 |       0.8700 |          0.0003 |
|      45 |       11880 |       08:56:50 |       96.88% |       83.36% |       0.0930 |       0.8068 |          0.0003 |
|      45 |       11910 |       08:58:09 |      100.00% |       82.29% |       0.0121 |       0.8607 |          0.0003 |
|      45 |       11940 |       08:59:26 |       96.88% |       82.82% |       0.0501 |       0.8454 |          0.0003 |
|      45 |       11970 |       09:00:44 |      100.00% |       83.36% |       0.0048 |       0.8415 |          0.0003 |
|      46 |       12000 |       09:02:01 |      100.00% |       83.29% |       0.0057 |       0.8338 |          0.0003 |
|      46 |       12030 |       09:03:20 |      100.00% |       83.95% |       0.0239 |       0.8145 |          0.0003 |
|      46 |       12060 |       09:04:38 |       93.75% |       84.22% |       0.0582 |       0.8719 |          0.0003 |
|      46 |       12090 |       09:05:55 |       96.88% |       83.56% |       0.0748 |       0.8372 |          0.0003 |
|      46 |       12120 |       09:07:12 |      100.00% |       82.76% |       0.0042 |       0.8952 |          0.0003 |
|      46 |       12150 |       09:08:29 |      100.00% |       83.42% |       0.0049 |       0.8638 |          0.0003 |
|      46 |       12180 |       09:09:49 |      100.00% |       82.56% |       0.0142 |       0.8469 |          0.0003 |
|      46 |       12210 |       09:11:05 |      100.00% |       83.75% |       0.0178 |       0.8335 |          0.0003 |
|      47 |       12240 |       09:12:24 |      100.00% |       83.62% |       0.0272 |       0.8746 |          0.0003 |
|      47 |       12270 |       09:13:41 |      100.00% |       83.36% |       0.0143 |       0.8523 |          0.0003 |
|      47 |       12300 |       09:14:58 |      100.00% |       82.96% |       0.0265 |       0.9042 |          0.0003 |
|      47 |       12330 |       09:16:16 |      100.00% |       83.49% |       0.0022 |       0.8223 |          0.0003 |
|      47 |       12360 |       09:17:32 |       96.88% |       83.82% |       0.0297 |       0.8689 |          0.0003 |
|      47 |       12390 |       09:18:50 |      100.00% |       83.42% |       0.0127 |       0.9234 |          0.0003 |
|      47 |       12420 |       09:20:08 |      100.00% |       83.42% |       0.0080 |       0.8475 |          0.0003 |
|      47 |       12450 |       09:21:26 |      100.00% |       82.02% |       0.0112 |       0.8604 |          0.0003 |
|      47 |       12480 |       09:22:42 |       96.88% |       83.29% |       0.0469 |       0.8896 |          0.0003 |
|      48 |       12510 |       09:24:00 |      100.00% |       83.62% |       0.0138 |       0.8062 |          0.0003 |
|      48 |       12540 |       09:25:20 |      100.00% |       83.49% |       0.0105 |       0.8468 |          0.0003 |
|      48 |       12570 |       09:26:36 |      100.00% |       83.29% |       0.0127 |       0.9086 |          0.0003 |
|      48 |       12600 |       09:27:54 |      100.00% |       82.49% |       0.0107 |       0.9272 |          0.0003 |
|      48 |       12630 |       09:29:11 |      100.00% |       82.69% |       0.0035 |       0.9641 |          0.0003 |
|      48 |       12660 |       09:30:28 |      100.00% |       83.02% |       0.0169 |       0.8334 |          0.0003 |
|      48 |       12690 |       09:31:47 |      100.00% |       82.96% |       0.0102 |       0.8276 |          0.0003 |
|      48 |       12720 |       09:33:03 |       96.88% |       83.62% |       0.0582 |       0.8082 |          0.0003 |
|      48 |       12750 |       09:34:23 |      100.00% |       83.29% |       0.0089 |       0.8676 |          0.0003 |
|      49 |       12780 |       09:35:41 |       96.88% |       83.16% |       0.0352 |       0.8608 |          0.0003 |
|      49 |       12810 |       09:37:01 |      100.00% |       83.82% |       0.0067 |       0.8927 |          0.0003 |
|      49 |       12840 |       09:38:20 |       96.88% |       82.69% |       0.0367 |       0.8651 |          0.0003 |
|      49 |       12870 |       09:39:38 |      100.00% |       82.62% |       0.0010 |       0.9152 |          0.0003 |
|      49 |       12900 |       09:40:57 |      100.00% |       84.09% |       0.0072 |       0.8610 |          0.0003 |
|      49 |       12930 |       09:42:14 |       96.88% |       82.89% |       0.0806 |       0.8490 |          0.0003 |
|      49 |       12960 |       09:43:33 |      100.00% |       84.29% |       0.0009 |       0.8675 |          0.0003 |
|      49 |       12990 |       09:44:51 |      100.00% |       83.36% |       0.0020 |       0.8607 |          0.0003 |
|      49 |       13020 |       09:46:10 |      100.00% |       83.62% |       0.0238 |       0.8769 |          0.0003 |
|      50 |       13050 |       09:47:27 |      100.00% |       83.16% |       0.0252 |       0.8589 |          0.0003 |
|      50 |       13080 |       09:48:44 |      100.00% |       83.02% |       0.0151 |       0.8664 |          0.0003 |
|      50 |       13110 |       09:50:04 |      100.00% |       83.02% |       0.0052 |       0.9144 |          0.0003 |
|      50 |       13140 |       09:51:22 |      100.00% |       82.89% |       0.0194 |       0.8654 |          0.0003 |
|      50 |       13170 |       09:52:39 |       96.88% |       83.36% |       0.1578 |       0.8612 |          0.0003 |
|      50 |       13200 |       09:53:57 |      100.00% |       82.82% |       0.0106 |       0.8553 |          0.0003 |
|      50 |       13230 |       09:55:14 |      100.00% |       82.42% |       0.0065 |       0.9032 |          0.0003 |
|      50 |       13260 |       09:56:34 |      100.00% |       82.89% |       0.0016 |       0.8598 |          0.0003 |
|      50 |       13290 |       09:57:52 |      100.00% |       83.42% |       0.0056 |       0.9020 |          0.0003 |
|      51 |       13320 |       09:59:10 |      100.00% |       83.75% |       0.0285 |       0.8983 |          0.0003 |
|      51 |       13350 |       10:00:27 |      100.00% |       83.36% |       0.0060 |       0.8695 |          0.0003 |
|      51 |       13380 |       10:01:46 |      100.00% |       82.62% |       0.0150 |       0.8855 |          0.0003 |
|      51 |       13410 |       10:03:04 |      100.00% |       83.16% |       0.0209 |       0.9208 |          0.0003 |
|      51 |       13440 |       10:04:24 |       96.88% |       82.69% |       0.0699 |       0.8803 |          0.0003 |
|      51 |       13470 |       10:05:43 |      100.00% |       82.29% |       0.0384 |       0.9130 |          0.0003 |
|      51 |       13500 |       10:07:02 |      100.00% |       82.69% |       0.0151 |       0.9287 |          0.0003 |
|      51 |       13530 |       10:08:21 |      100.00% |       82.56% |       0.0084 |       0.9190 |          0.0003 |
|      51 |       13560 |       10:09:39 |       96.88% |       82.89% |       0.0232 |       0.8947 |          0.0003 |
|      52 |       13590 |       10:10:58 |      100.00% |       82.82% |       0.0113 |       0.8815 |          0.0003 |
|      52 |       13620 |       10:12:16 |       96.88% |       82.96% |       0.0607 |       0.8615 |          0.0003 |
|      52 |       13650 |       10:13:37 |       96.88% |       82.82% |       0.0301 |       0.9028 |          0.0003 |
|      52 |       13680 |       10:14:58 |      100.00% |       83.22% |       0.0159 |       0.9180 |          0.0003 |
|      52 |       13710 |       10:16:15 |      100.00% |       82.56% |       0.0211 |       0.8736 |          0.0003 |
|      52 |       13740 |       10:17:34 |      100.00% |       83.02% |       0.0011 |       0.8270 |          0.0003 |
|      52 |       13770 |       10:18:52 |      100.00% |       82.82% |       0.0163 |       0.8648 |          0.0003 |
|      52 |       13800 |       10:20:10 |      100.00% |       83.75% |       0.0259 |       0.8495 |          0.0003 |
|      52 |       13830 |       10:21:29 |      100.00% |       83.29% |       0.0085 |       0.9159 |          0.0003 |
|      53 |       13860 |       10:22:48 |       96.88% |       82.62% |       0.0620 |       0.9345 |          0.0003 |
|      53 |       13890 |       10:24:08 |      100.00% |       83.29% |       0.0101 |       0.8664 |          0.0003 |
|      53 |       13920 |       10:25:26 |       96.88% |       82.36% |       0.0444 |       0.9002 |          0.0003 |
|      53 |       13950 |       10:26:47 |       96.88% |       83.82% |       0.1954 |       0.8760 |          0.0003 |
|      53 |       13980 |       10:28:04 |      100.00% |       82.76% |       0.0058 |       0.9135 |          0.0003 |
|      53 |       14010 |       10:29:22 |      100.00% |       82.56% |       0.0027 |       0.8806 |          0.0003 |
|      53 |       14040 |       10:30:43 |      100.00% |       82.56% |       0.0141 |       0.9086 |          0.0003 |
|      53 |       14070 |       10:32:01 |       96.88% |       82.69% |       0.0519 |       0.9060 |          0.0003 |
|      54 |       14100 |       10:33:21 |      100.00% |       82.56% |       0.0017 |       0.8812 |          0.0003 |
|      54 |       14130 |       10:34:39 |      100.00% |       82.02% |       0.0072 |       0.8793 |          0.0003 |
|      54 |       14160 |       10:35:58 |      100.00% |       83.29% |       0.0044 |       0.8724 |          0.0003 |
|      54 |       14190 |       10:37:19 |       96.88% |       82.89% |       0.0434 |       0.8899 |          0.0003 |
|      54 |       14220 |       10:38:37 |      100.00% |       82.09% |       0.0029 |       0.9679 |          0.0003 |
|      54 |       14250 |       10:39:56 |       96.88% |       82.62% |       0.0418 |       0.9080 |          0.0003 |
|      54 |       14280 |       10:41:13 |      100.00% |       83.42% |       0.0044 |       0.8647 |          0.0003 |
|      54 |       14310 |       10:42:33 |      100.00% |       83.95% |       0.0037 |       0.8813 |          0.0003 |
|      54 |       14340 |       10:43:51 |      100.00% |       83.16% |       0.0237 |       0.8556 |          0.0003 |
|      55 |       14370 |       10:45:10 |       93.75% |       83.22% |       0.1977 |       0.8622 |          0.0003 |
|      55 |       14400 |       10:46:29 |       96.88% |       83.62% |       0.0891 |       0.8508 |          0.0003 |
|      55 |       14430 |       10:47:48 |      100.00% |       82.96% |       0.0202 |       0.8413 |          0.0003 |
|      55 |       14460 |       10:49:09 |      100.00% |       83.22% |       0.0028 |       0.8806 |          0.0003 |
|      55 |       14490 |       10:50:29 |      100.00% |       84.35% |       0.0101 |       0.8477 |          0.0003 |
|      55 |       14520 |       10:51:50 |      100.00% |       83.69% |       0.0087 |       0.8785 |          0.0003 |
|      55 |       14550 |       10:53:08 |      100.00% |       83.16% |       0.0023 |       0.9131 |          0.0003 |
|      55 |       14580 |       10:54:28 |      100.00% |       82.42% |       0.0084 |       0.9043 |          0.0003 |
|      55 |       14610 |       10:55:50 |      100.00% |       83.62% |       0.0146 |       0.8459 |          0.0003 |
|      56 |       14640 |       10:57:09 |       96.88% |       83.56% |       0.1622 |       0.8584 |          0.0003 |
|      56 |       14670 |       10:58:29 |      100.00% |       83.69% |       0.0004 |       0.8347 |          0.0003 |
|      56 |       14700 |       10:59:46 |       96.88% |       83.42% |       0.0752 |       0.9228 |          0.0003 |
|      56 |       14730 |       11:01:07 |      100.00% |       84.15% |       0.0004 |       0.8742 |          0.0003 |
|      56 |       14760 |       11:02:25 |       96.88% |       84.42% |       0.0615 |       0.8664 |          0.0003 |
|      56 |       14790 |       11:03:44 |      100.00% |       83.75% |       0.0163 |       0.8618 |          0.0003 |
|      56 |       14820 |       11:05:05 |      100.00% |       83.22% |       0.0113 |       0.8830 |          0.0003 |
|      56 |       14850 |       11:06:25 |      100.00% |       83.16% |       0.0003 |       0.9221 |          0.0003 |
|      56 |       14880 |       11:07:44 |      100.00% |       83.56% |       0.0133 |       0.8658 |          0.0003 |
|      57 |       14910 |       11:09:04 |      100.00% |       83.02% |       0.0162 |       0.8791 |          0.0003 |
|      57 |       14940 |       11:10:23 |      100.00% |       84.55% |       0.0110 |       0.8383 |          0.0003 |
|      57 |       14970 |       11:11:42 |      100.00% |       83.56% |       0.0367 |       0.8850 |          0.0003 |
|      57 |       15000 |       11:13:00 |       96.88% |       82.96% |       0.0846 |       0.8174 |          0.0003 |
|      57 |       15030 |       11:14:21 |      100.00% |       83.89% |       0.0049 |       0.9103 |          0.0003 |
|      57 |       15060 |       11:15:39 |      100.00% |       82.49% |       0.0050 |       0.8947 |          0.0003 |
|      57 |       15090 |       11:16:58 |      100.00% |       83.42% |       0.0070 |       0.8713 |          0.0003 |
|      57 |       15120 |       11:18:16 |      100.00% |       83.09% |       0.0028 |       0.9422 |          0.0003 |
|      57 |       15150 |       11:19:34 |      100.00% |       83.42% |       0.0047 |       0.9138 |          0.0003 |
|      58 |       15180 |       11:20:54 |      100.00% |       83.82% |       0.0160 |       0.8733 |          0.0003 |
|      58 |       15210 |       11:22:12 |       96.88% |       83.02% |       0.0824 |       0.9057 |          0.0003 |
|      58 |       15240 |       11:23:31 |      100.00% |       83.56% |       0.0037 |       0.8896 |          0.0003 |
|      58 |       15270 |       11:24:52 |      100.00% |       83.36% |       0.0088 |       0.8721 |          0.0003 |
|      58 |       15300 |       11:26:11 |      100.00% |       82.29% |       0.0046 |       0.9154 |          0.0003 |
|      58 |       15330 |       11:27:29 |      100.00% |       82.76% |       0.0021 |       0.9052 |          0.0003 |
|      58 |       15360 |       11:28:50 |      100.00% |       83.29% |       0.0120 |       0.8551 |          0.0003 |
|      58 |       15390 |       11:30:08 |      100.00% |       82.16% |       0.0080 |       0.9216 |          0.0003 |
|      58 |       15420 |       11:31:25 |      100.00% |       82.89% |       0.0060 |       0.8802 |          0.0003 |
