Dataset Summary:
    Label    Count
    _____    _____

    akiec     327 
    bcc       514 
    bkl      1099 
    df        115 
    mel      1113 
    nv       6705 
    vasc      142 

Training data:
    Label    Count
    _____    _____

    akiec     262 
    bcc       411 
    bkl       879 
    df         92 
    mel       890 
    nv       5364 
    vasc      114 

Validation data:
    Label    Count
    _____    _____

    akiec      65 
    bcc       103 
    bkl       220 
    df         23 
    mel       223 
    nv       1341 
    vasc       28 

Training CNN with Attention Mechanism...
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      21 |        5200 |       01:40:41 |       96.88% |              |       0.1135 |              |          0.0003 |
|      21 |        5220 |       01:40:54 |       96.88% |       82.43% |       0.0649 |       0.6239 |          0.0003 |
|      21 |        5250 |       01:41:10 |       90.62% |       82.98% |       0.1632 |       0.6279 |          0.0003 |
|      22 |        5280 |       01:41:27 |      100.00% |       81.53% |       0.0305 |       0.6494 |          0.0003 |
|      22 |        5300 |       01:41:33 |       96.88% |              |       0.0920 |              |          0.0003 |
|      22 |        5310 |       01:41:43 |       96.88% |       83.23% |       0.1301 |       0.6379 |          0.0003 |
|      22 |        5340 |       01:41:59 |       90.62% |       82.83% |       0.1693 |       0.6290 |          0.0003 |
|      22 |        5350 |       01:42:02 |       90.62% |              |       0.3576 |              |          0.0003 |
|      22 |        5370 |       01:42:15 |       84.38% |       82.53% |       0.2902 |       0.6536 |          0.0003 |
|      22 |        5400 |       01:42:32 |       90.62% |       83.03% |       0.2967 |       0.6631 |          0.0003 |
|      22 |        5430 |       01:42:48 |       96.88% |       82.38% |       0.1619 |       0.6470 |          0.0003 |
|      22 |        5450 |       01:42:54 |       93.75% |              |       0.1082 |              |          0.0003 |
|      22 |        5460 |       01:43:04 |       87.50% |       82.43% |       0.2912 |       0.6486 |          0.0003 |
|      22 |        5490 |       01:43:21 |      100.00% |       82.83% |       0.0682 |       0.6301 |          0.0003 |
|      22 |        5500 |       01:43:24 |       96.88% |              |       0.1445 |              |          0.0003 |
|      23 |        5520 |       01:43:37 |       87.50% |       82.33% |       0.6211 |       0.6364 |          0.0003 |
|      23 |        5550 |       01:43:54 |       93.75% |       82.23% |       0.1046 |       0.6294 |          0.0003 |
|      23 |        5580 |       01:44:11 |       96.88% |       83.67% |       0.0684 |       0.6396 |          0.0003 |
|      23 |        5600 |       01:44:17 |       96.88% |              |       0.1347 |              |          0.0003 |
|      23 |        5610 |       01:44:27 |       96.88% |       82.43% |       0.0627 |       0.6448 |          0.0003 |
|      23 |        5640 |       01:44:43 |       81.25% |       82.18% |       0.3901 |       0.6386 |          0.0003 |
|      23 |        5650 |       01:44:46 |      100.00% |              |       0.0706 |              |          0.0003 |
|      23 |        5670 |       01:44:59 |       90.62% |       82.33% |       0.2056 |       0.6878 |          0.0003 |
|      23 |        5700 |       01:45:16 |       96.88% |       82.58% |       0.1162 |       0.6367 |          0.0003 |
|      23 |        5730 |       01:45:32 |      100.00% |       82.13% |       0.0446 |       0.6605 |          0.0003 |
|      23 |        5750 |       01:45:38 |       87.50% |              |       0.3862 |              |          0.0003 |
|      24 |        5760 |       01:45:48 |       93.75% |       82.08% |       0.1622 |       0.6689 |          0.0003 |
|      24 |        5790 |       01:46:04 |       93.75% |       81.68% |       0.1935 |       0.6464 |          0.0003 |
|      24 |        5800 |       01:46:07 |       96.88% |              |       0.0962 |              |          0.0003 |
|      24 |        5820 |       01:46:20 |       96.88% |       82.28% |       0.1010 |       0.6366 |          0.0003 |
|      24 |        5850 |       01:46:37 |       96.88% |       82.63% |       0.1188 |       0.6333 |          0.0003 |
|      24 |        5880 |       01:46:53 |       96.88% |       82.68% |       0.0777 |       0.6494 |          0.0003 |
|      24 |        5900 |       01:46:59 |       93.75% |              |       0.1149 |              |          0.0003 |
|      24 |        5910 |       01:47:09 |       93.75% |       82.33% |       0.1283 |       0.6660 |          0.0003 |
|      24 |        5940 |       01:47:25 |       90.62% |       82.18% |       0.2525 |       0.6997 |          0.0003 |
|      24 |        5950 |       01:47:29 |       93.75% |              |       0.1351 |              |          0.0003 |
|      24 |        5970 |       01:47:42 |       81.25% |       81.83% |       0.3953 |       0.6537 |          0.0003 |
|      24 |        6000 |       01:47:57 |       81.25% |       83.42% |       0.3158 |       0.6885 |          0.0003 |
|      25 |        6030 |       01:48:13 |       96.88% |       82.53% |       0.1482 |       0.6402 |          0.0003 |
|      25 |        6050 |       01:48:19 |       93.75% |              |       0.1390 |              |          0.0003 |
|      25 |        6060 |       01:48:29 |       96.88% |       82.98% |       0.0754 |       0.6344 |          0.0003 |
|      25 |        6090 |       01:48:45 |       93.75% |       82.48% |       0.1379 |       0.6648 |          0.0003 |
|      25 |        6100 |       01:48:48 |       96.88% |              |       0.1325 |              |          0.0003 |
|      25 |        6120 |       01:49:00 |       93.75% |       83.37% |       0.1419 |       0.6550 |          0.0003 |
|      25 |        6150 |       01:49:16 |       93.75% |       82.78% |       0.1048 |       0.6528 |          0.0003 |
|      25 |        6180 |       01:49:34 |       93.75% |       82.88% |       0.1651 |       0.6352 |          0.0003 |
|      25 |        6200 |       01:49:40 |       93.75% |              |       0.2203 |              |          0.0003 |
|      25 |        6210 |       01:49:49 |       96.88% |       82.83% |       0.0584 |       0.6261 |          0.0003 |
|      25 |        6240 |       01:50:05 |       84.38% |       82.93% |       0.3359 |       0.6497 |          0.0003 |
|      25 |        6250 |       01:50:08 |       96.88% |              |       0.1243 |              |          0.0003 |
|      26 |        6270 |       01:50:21 |       93.75% |       82.18% |       0.1572 |       0.6484 |          0.0003 |
|      26 |        6300 |       01:50:37 |       96.88% |       83.47% |       0.0916 |       0.6444 |          0.0003 |
|      26 |        6330 |       01:50:52 |       93.75% |       82.18% |       0.1186 |       0.6633 |          0.0003 |
|      26 |        6350 |       01:50:59 |       90.62% |              |       0.1418 |              |          0.0003 |
|      26 |        6360 |       01:51:08 |      100.00% |       83.03% |       0.0557 |       0.6630 |          0.0003 |
|      26 |        6390 |       01:51:24 |      100.00% |       81.98% |       0.0500 |       0.6698 |          0.0003 |
|      26 |        6400 |       01:51:28 |       96.88% |              |       0.0921 |              |          0.0003 |
|      26 |        6420 |       01:51:42 |       93.75% |       83.08% |       0.1545 |       0.6639 |          0.0003 |
|      26 |        6450 |       01:51:58 |      100.00% |       82.68% |       0.0513 |       0.6366 |          0.0003 |
|      26 |        6480 |       01:52:13 |       96.88% |       83.33% |       0.1333 |       0.6352 |          0.0003 |
|      26 |        6500 |       01:52:19 |       96.88% |              |       0.0940 |              |          0.0003 |
|      27 |        6510 |       01:52:28 |      100.00% |       82.08% |       0.0221 |       0.6641 |          0.0003 |
|      27 |        6540 |       01:52:44 |      100.00% |       83.18% |       0.0114 |       0.6361 |          0.0003 |
|      27 |        6550 |       01:52:47 |       81.25% |              |       0.2910 |              |          0.0003 |
|      27 |        6570 |       01:52:59 |       96.88% |       82.98% |       0.0508 |       0.6264 |          0.0003 |
|      27 |        6600 |       01:53:14 |       93.75% |       82.03% |       0.1410 |       0.6426 |          0.0003 |
|      27 |        6630 |       01:53:29 |       96.88% |       82.93% |       0.1430 |       0.6430 |          0.0003 |
|      27 |        6650 |       01:53:35 |       90.62% |              |       0.1675 |              |          0.0003 |
|      27 |        6660 |       01:53:44 |       90.62% |       82.68% |       0.2361 |       0.6884 |          0.0003 |
|      27 |        6690 |       01:53:59 |       96.88% |       82.58% |       0.0402 |       0.6357 |          0.0003 |
|      27 |        6700 |       01:54:02 |       96.88% |              |       0.1317 |              |          0.0003 |
|      27 |        6720 |       01:54:15 |       93.75% |       82.38% |       0.0988 |       0.6458 |          0.0003 |
|      27 |        6750 |       01:54:31 |       96.88% |       83.13% |       0.0567 |       0.6452 |          0.0003 |
|      28 |        6780 |       01:54:46 |       96.88% |       82.58% |       0.0567 |       0.6437 |          0.0003 |
|      28 |        6800 |       01:54:52 |       93.75% |              |       0.2309 |              |          0.0003 |
|      28 |        6810 |       01:55:02 |      100.00% |       83.18% |       0.0325 |       0.6819 |          0.0003 |
|      28 |        6840 |       01:55:17 |      100.00% |       82.33% |       0.0522 |       0.6638 |          0.0003 |
|      28 |        6850 |       01:55:20 |       96.88% |              |       0.1187 |              |          0.0003 |
|      28 |        6870 |       01:55:32 |       96.88% |       83.23% |       0.1028 |       0.6318 |          0.0003 |
|      28 |        6900 |       01:55:47 |       87.50% |       82.98% |       0.3320 |       0.6456 |          0.0003 |
|      28 |        6930 |       01:56:03 |       93.75% |       82.73% |       0.1242 |       0.6725 |          0.0003 |
|      28 |        6950 |       01:56:09 |       96.88% |              |       0.1245 |              |          0.0003 |
|      28 |        6960 |       01:56:18 |       96.88% |       82.83% |       0.0680 |       0.6682 |          0.0003 |
|      28 |        6990 |       01:56:33 |       93.75% |       82.38% |       0.2587 |       0.7080 |          0.0003 |
|      28 |        7000 |       01:56:36 |       96.88% |              |       0.0600 |              |          0.0003 |
|      29 |        7020 |       01:56:48 |       90.62% |       83.18% |       0.2008 |       0.6933 |          0.0003 |
|      29 |        7050 |       01:57:05 |       93.75% |       82.58% |       0.1525 |       0.6627 |          0.0003 |
|      29 |        7080 |       01:57:20 |       96.88% |       83.18% |       0.0989 |       0.6618 |          0.0003 |
|      29 |        7100 |       01:57:26 |       96.88% |              |       0.0596 |              |          0.0003 |
|      29 |        7110 |       01:57:36 |       96.88% |       83.62% |       0.1422 |       0.6591 |          0.0003 |
|      29 |        7140 |       01:57:51 |       90.62% |       82.83% |       0.3204 |       0.6509 |          0.0003 |
|      29 |        7150 |       01:57:54 |       87.50% |              |       0.2377 |              |          0.0003 |
|      29 |        7170 |       01:58:07 |      100.00% |       83.57% |       0.0205 |       0.6541 |          0.0003 |
|      29 |        7200 |       01:58:22 |       90.62% |       82.58% |       0.2276 |       0.6780 |          0.0003 |
|      29 |        7230 |       01:58:37 |       96.88% |       83.08% |       0.1232 |       0.6826 |          0.0003 |
|      29 |        7250 |       01:58:43 |       93.75% |              |       0.1506 |              |          0.0003 |
|      30 |        7260 |       01:58:52 |      100.00% |       82.73% |       0.0424 |       0.6929 |          0.0003 |
|      30 |        7290 |       01:59:08 |       93.75% |       82.08% |       0.0996 |       0.6949 |          0.0003 |
|      30 |        7300 |       01:59:11 |       96.88% |              |       0.0510 |              |          0.0003 |
|      30 |        7320 |       01:59:24 |      100.00% |       83.47% |       0.0452 |       0.6767 |          0.0003 |
|      30 |        7350 |       01:59:39 |       96.88% |       82.93% |       0.1108 |       0.6963 |          0.0003 |
|      30 |        7380 |       01:59:55 |       96.88% |       82.78% |       0.1253 |       0.6443 |          0.0003 |
|      30 |        7400 |       02:00:01 |       93.75% |              |       0.1294 |              |          0.0003 |
|      30 |        7410 |       02:00:10 |       96.88% |       83.28% |       0.1907 |       0.6652 |          0.0003 |
|      30 |        7440 |       02:00:25 |      100.00% |       83.28% |       0.0553 |       0.6418 |          0.0003 |
|      30 |        7450 |       02:00:28 |       96.88% |              |       0.0870 |              |          0.0003 |
|      30 |        7470 |       02:00:40 |       93.75% |       83.37% |       0.1674 |       0.6530 |          0.0003 |
|      30 |        7500 |       02:00:55 |       96.88% |       83.13% |       0.1026 |       0.6453 |          0.0003 |
|======================================================================================================================|
Training finished: Max epochs completed.
Training completed in 124.77 minutes

=== RESULTS WITH ATTENTION ===
Overall Accuracy: 86.92 %

Per-Class Metrics:
akiec - Recall: 64.62%, Precision: 73.68%, F1: 68.85%
bcc - Recall: 80.58%, Precision: 72.81%, F1: 76.50%
bkl - Recall: 65.45%, Precision: 81.82%, F1: 72.73%
df - Recall: 78.26%, Precision: 85.71%, F1: 81.82%
mel - Recall: 63.68%, Precision: 71.36%, F1: 67.30%
nv - Recall: 96.05%, Precision: 91.54%, F1: 93.74%
vasc - Recall: 85.71%, Precision: 82.76%, F1: 84.21%

=== PERFORMANCE ===
Accuracy with Attention: 86.92%
Complete!
>> 
